,roles,companies,locations,skills,experience
0,dbcg ind - gamma senior data scientist,boston consulting group,"['mumbai', ' new delhi', ' chennai', ' bangalore/bengaluru']","['computer science', 'advanced analytics', 'sds', 'data science', 'artificial intelligence', 'project management', 'machine learning', 'management consulting']",6-10 yrs
1,senior data scientist,eclerx services ltd.,"['pune', ' mumbai (all areas)']","['artificial intelligence', 'machine learning', 'python', 'predictive modeling', 'text analytics', 'natural language processing', 'hypothesis testing', 'database design']",6-10 yrs
2,senior data scientist | ces it ltd | cmmi level 5,ces ltd.,"['kolkata', ' mumbai', ' hyderabad/secunderabad', ' pune', ' chennai', ' bangalore/bengaluru', ' delhi / ncr']","['analytical', 'keras', 'object detection', 'tensorflow', 'pytorch', 'opencv', 'algorithm', 'python']",6-10 yrs
3,data scientist/senior data scientist,ganit business solutions private limited,"['hyderabad/secunderabad', ' pune', ' chennai', ' bangalore/bengaluru', ' mumbai (all areas)']","['predictive modeling', 'manufacturing analytics', 'python', 'data science', 'r', 'data quality', 'algorithms', 'vba']",6-10 yrs
4,senior data scientist,flipkart internet private limited,['california'],"['pytorch', 'tensorflow', 'data science', 'nlp', 'artificial intelligence', 'keras', 'computer vision', 'deep learning']",6-10 yrs
5,data scientist,cronj it technologies private limited,['bangalore/bengaluru'],"['it skills', 'python', 'data science', 'aws', 'tensorflow', 'java', 'c++', 'c']",6-10 yrs
6,staff data scientist,walmart global tech india,['other'],['na'],6-10 yrs
7,hiring for lead/senior data scientist - morningstar (product based),morningstar,['mumbai (all areas)'],"['it skills', 'python', 'testing', 'cloud', 'oracle', 'aws', 'azure', 'data science']",6-10 yrs
8,senior data scientist - bfsi,viaprom technologies pvt ltd,['mumbai'],"['data science', 'sas macros', 'sas eg', 'r', 'sas sql', 'sas', 'data scientist', 'sas di studio']",6-10 yrs
9,lead data scientist/senior lead data scientist,bajaj finserv,['pune'],"['gis', 'product management', 'computer science', 'postgresql', 'tibco', 'sdk', 'analytics', 'financial services']",6-10 yrs
10,senior data scientist/senior data scientist,bajaj finserv,['pune'],"['product management', 'computer science', 'analytical', 'olap', 'scrum', 'oltp', 'financial services', 'sql']",6-10 yrs
11,senior data scientist/senior data scientist,bajaj finserv,['pune'],"['product management', 'computer science', 'product quality', 'google analytics', 'agile', 'scrum', 'data privacy', 'seo']",6-10 yrs
12,lead data scientist/senior lead data scientist,bajaj finserv,['pune'],"['product management', 'computer science', 'solution design', 'agile scrum', 'lead', 'manager technology', 'subject matter expertise', 'management']",6-10 yrs
13,"sr. data scientist i, sip",invesco,['hyderabad/secunderabad'],"['exploratory data analysis', 'artificial intelligence', 'natural language processing', 'sentiment analysis', 'machine learning', 'deep learning', 'data science', 'decision forests']",6-10 yrs
14,gamma lead data scientist,boston consulting group,"['mumbai', ' new delhi', ' chennai', ' bangalore/bengaluru']","['data analysis', 'operations research', 'data science', 'data management', 'business analytics', 'consulting', 'management consulting', 'business strategy']",6-10 yrs
15,data scientist - machine learning,augmatrixgo,['bangalore/bengaluru'],"['hive', 'r', 'cloud computing', 'data scientist', 'computer vision', 'machine learning', 'deep learning', 'sql']",6-10 yrs
16,urgent opening for senior data scientists,abzooba india infotech private limited,['pune'],"['it skills', 'python', 'machine learning', 'artificial intelligence', 'big data', 'pyspark', 'time series analysis', 'natural language processing']",6-10 yrs
17,associate data scientist - crm & loyalty,shell india markets private limited,['bangalore/bengaluru'],"['direct marketing', 'multivariate analysis', 'r', 'data scientist', 'factor analysis', 'customer analytics', 'time series', 'market basket analysis']",6-10 yrs
18,data scientist - business analytics,philips india limited,['bangalore/bengaluru'],"['process automation', 'cloud computing', 'change management', 'operational excellence', 'business analytics', 'analytical', 'consulting', 'data mining']",6-10 yrs
19,data scientist,schneider electric india pvt. ltd.,['bangalore/bengaluru'],"['computer science', 'data analysis', 'automation', 'manager quality assurance', 'artificial intelligence', 'analytical', 'mysql', 'machine learning']",6-10 yrs
20,dbcg ind - gamma senior data scientist,boston consulting group,"['mumbai', ' new delhi', ' chennai', ' bangalore/bengaluru']","['computer science', 'advanced analytics', 'sds', 'data science', 'artificial intelligence', 'project management', 'machine learning', 'management consulting']",6-10 yrs
21,senior data scientist,eclerx services ltd.,"['pune', ' mumbai (all areas)']","['artificial intelligence', 'machine learning', 'python', 'predictive modeling', 'text analytics', 'natural language processing', 'hypothesis testing', 'database design']",6-10 yrs
22,senior data scientist | ces it ltd | cmmi level 5,ces ltd.,"['kolkata', ' mumbai', ' hyderabad/secunderabad', ' pune', ' chennai', ' bangalore/bengaluru', ' delhi / ncr']","['analytical', 'keras', 'object detection', 'tensorflow', 'pytorch', 'opencv', 'algorithm', 'python']",6-10 yrs
23,data scientist/senior data scientist,ganit business solutions private limited,"['hyderabad/secunderabad', ' pune', ' chennai', ' bangalore/bengaluru', ' mumbai (all areas)']","['predictive modeling', 'manufacturing analytics', 'python', 'data science', 'r', 'data quality', 'algorithms', 'vba']",6-10 yrs
24,senior data scientist,flipkart internet private limited,['california'],"['pytorch', 'tensorflow', 'data science', 'nlp', 'artificial intelligence', 'keras', 'computer vision', 'deep learning']",6-10 yrs
25,data scientist,cronj it technologies private limited,['bangalore/bengaluru'],"['it skills', 'python', 'data science', 'aws', 'tensorflow', 'java', 'c++', 'c']",6-10 yrs
26,staff data scientist,walmart global tech india,['other'],['na'],6-10 yrs
27,hiring for lead/senior data scientist - morningstar (product based),morningstar,['mumbai (all areas)'],"['it skills', 'python', 'testing', 'cloud', 'oracle', 'aws', 'azure', 'data science']",6-10 yrs
28,senior data scientist - bfsi,viaprom technologies pvt ltd,['mumbai'],"['data science', 'sas macros', 'sas eg', 'r', 'sas sql', 'sas', 'data scientist', 'sas di studio']",6-10 yrs
29,lead data scientist/senior lead data scientist,bajaj finserv,['pune'],"['gis', 'product management', 'computer science', 'postgresql', 'tibco', 'sdk', 'analytics', 'financial services']",6-10 yrs
30,senior data scientist/senior data scientist,bajaj finserv,['pune'],"['product management', 'computer science', 'analytical', 'olap', 'scrum', 'oltp', 'financial services', 'sql']",6-10 yrs
31,senior data scientist/senior data scientist,bajaj finserv,['pune'],"['product management', 'computer science', 'product quality', 'google analytics', 'agile', 'scrum', 'data privacy', 'seo']",6-10 yrs
32,lead data scientist/senior lead data scientist,bajaj finserv,['pune'],"['product management', 'computer science', 'solution design', 'agile scrum', 'lead', 'manager technology', 'subject matter expertise', 'management']",6-10 yrs
33,"sr. data scientist i, sip",invesco,['hyderabad/secunderabad'],"['exploratory data analysis', 'artificial intelligence', 'natural language processing', 'sentiment analysis', 'machine learning', 'deep learning', 'data science', 'decision forests']",6-10 yrs
34,gamma lead data scientist,boston consulting group,"['mumbai', ' new delhi', ' chennai', ' bangalore/bengaluru']","['data analysis', 'operations research', 'data science', 'data management', 'business analytics', 'consulting', 'management consulting', 'business strategy']",6-10 yrs
35,data scientist - machine learning,augmatrixgo,['bangalore/bengaluru'],"['hive', 'r', 'cloud computing', 'data scientist', 'computer vision', 'machine learning', 'deep learning', 'sql']",6-10 yrs
36,urgent opening for senior data scientists,abzooba india infotech private limited,['pune'],"['it skills', 'python', 'machine learning', 'artificial intelligence', 'big data', 'pyspark', 'time series analysis', 'natural language processing']",6-10 yrs
37,associate data scientist - crm & loyalty,shell india markets private limited,['bangalore/bengaluru'],"['direct marketing', 'multivariate analysis', 'r', 'data scientist', 'factor analysis', 'customer analytics', 'time series', 'market basket analysis']",6-10 yrs
38,data scientist - business analytics,philips india limited,['bangalore/bengaluru'],"['process automation', 'cloud computing', 'change management', 'operational excellence', 'business analytics', 'analytical', 'consulting', 'data mining']",6-10 yrs
39,data scientist,schneider electric india pvt. ltd.,['bangalore/bengaluru'],"['computer science', 'data analysis', 'automation', 'manager quality assurance', 'artificial intelligence', 'analytical', 'mysql', 'machine learning']",6-10 yrs
40,dbcg ind - gamma senior data scientist,boston consulting group,"['mumbai', ' new delhi', ' chennai', ' bangalore/bengaluru']","['computer science', 'advanced analytics', 'sds', 'data science', 'artificial intelligence', 'project management', 'machine learning', 'management consulting']",6-10 yrs
41,senior data scientist,eclerx services ltd.,"['pune', ' mumbai (all areas)']","['artificial intelligence', 'machine learning', 'python', 'predictive modeling', 'text analytics', 'natural language processing', 'hypothesis testing', 'database design']",6-10 yrs
42,senior data scientist | ces it ltd | cmmi level 5,ces ltd.,"['kolkata', ' mumbai', ' hyderabad/secunderabad', ' pune', ' chennai', ' bangalore/bengaluru', ' delhi / ncr']","['analytical', 'keras', 'object detection', 'tensorflow', 'pytorch', 'opencv', 'algorithm', 'python']",6-10 yrs
43,data scientist/senior data scientist,ganit business solutions private limited,"['hyderabad/secunderabad', ' pune', ' chennai', ' bangalore/bengaluru', ' mumbai (all areas)']","['predictive modeling', 'manufacturing analytics', 'python', 'data science', 'r', 'data quality', 'algorithms', 'vba']",6-10 yrs
44,senior data scientist,flipkart internet private limited,['california'],"['pytorch', 'tensorflow', 'data science', 'nlp', 'artificial intelligence', 'keras', 'computer vision', 'deep learning']",6-10 yrs
45,data scientist,cronj it technologies private limited,['bangalore/bengaluru'],"['it skills', 'python', 'data science', 'aws', 'tensorflow', 'java', 'c++', 'c']",6-10 yrs
46,staff data scientist,walmart global tech india,['other'],['na'],6-10 yrs
47,hiring for lead/senior data scientist - morningstar (product based),morningstar,['mumbai (all areas)'],"['it skills', 'python', 'testing', 'cloud', 'oracle', 'aws', 'azure', 'data science']",6-10 yrs
48,senior data scientist - bfsi,viaprom technologies pvt ltd,['mumbai'],"['data science', 'sas macros', 'sas eg', 'r', 'sas sql', 'sas', 'data scientist', 'sas di studio']",6-10 yrs
49,lead data scientist/senior lead data scientist,bajaj finserv,['pune'],"['gis', 'product management', 'computer science', 'postgresql', 'tibco', 'sdk', 'analytics', 'financial services']",6-10 yrs
50,senior data scientist/senior data scientist,bajaj finserv,['pune'],"['product management', 'computer science', 'analytical', 'olap', 'scrum', 'oltp', 'financial services', 'sql']",6-10 yrs
51,senior data scientist/senior data scientist,bajaj finserv,['pune'],"['product management', 'computer science', 'product quality', 'google analytics', 'agile', 'scrum', 'data privacy', 'seo']",6-10 yrs
52,lead data scientist/senior lead data scientist,bajaj finserv,['pune'],"['product management', 'computer science', 'solution design', 'agile scrum', 'lead', 'manager technology', 'subject matter expertise', 'management']",6-10 yrs
53,"sr. data scientist i, sip",invesco,['hyderabad/secunderabad'],"['exploratory data analysis', 'artificial intelligence', 'natural language processing', 'sentiment analysis', 'machine learning', 'deep learning', 'data science', 'decision forests']",6-10 yrs
54,gamma lead data scientist,boston consulting group,"['mumbai', ' new delhi', ' chennai', ' bangalore/bengaluru']","['data analysis', 'operations research', 'data science', 'data management', 'business analytics', 'consulting', 'management consulting', 'business strategy']",6-10 yrs
55,data scientist - machine learning,augmatrixgo,['bangalore/bengaluru'],"['hive', 'r', 'cloud computing', 'data scientist', 'computer vision', 'machine learning', 'deep learning', 'sql']",6-10 yrs
56,urgent opening for senior data scientists,abzooba india infotech private limited,['pune'],"['it skills', 'python', 'machine learning', 'artificial intelligence', 'big data', 'pyspark', 'time series analysis', 'natural language processing']",6-10 yrs
57,associate data scientist - crm & loyalty,shell india markets private limited,['bangalore/bengaluru'],"['direct marketing', 'multivariate analysis', 'r', 'data scientist', 'factor analysis', 'customer analytics', 'time series', 'market basket analysis']",6-10 yrs
58,data scientist - business analytics,philips india limited,['bangalore/bengaluru'],"['process automation', 'cloud computing', 'change management', 'operational excellence', 'business analytics', 'analytical', 'consulting', 'data mining']",6-10 yrs
59,data scientist,schneider electric india pvt. ltd.,['bangalore/bengaluru'],"['computer science', 'data analysis', 'automation', 'manager quality assurance', 'artificial intelligence', 'analytical', 'mysql', 'machine learning']",6-10 yrs
60,dbcg ind - gamma senior data scientist,boston consulting group,"['mumbai', ' new delhi', ' chennai', ' bangalore/bengaluru']","['computer science', 'advanced analytics', 'sds', 'data science', 'artificial intelligence', 'project management', 'machine learning', 'management consulting']",6-10 yrs
61,senior data scientist/senior data scientist,bajaj finserv,['pune'],"['product management', 'computer science', 'analytical', 'olap', 'scrum', 'oltp', 'financial services', 'sql']",6-10 yrs
62,senior data scientist,eclerx services ltd.,"['pune', ' mumbai (all areas)']","['artificial intelligence', 'machine learning', 'python', 'predictive modeling', 'text analytics', 'natural language processing', 'hypothesis testing', 'database design']",6-10 yrs
63,senior data scientist | ces it ltd | cmmi level 5,ces ltd.,"['kolkata', ' mumbai', ' hyderabad/secunderabad', ' pune', ' chennai', ' bangalore/bengaluru', ' delhi / ncr']","['analytical', 'keras', 'object detection', 'tensorflow', 'pytorch', 'opencv', 'algorithm', 'python']",6-10 yrs
64,data scientist/senior data scientist,ganit business solutions private limited,"['hyderabad/secunderabad', ' pune', ' chennai', ' bangalore/bengaluru', ' mumbai (all areas)']","['predictive modeling', 'manufacturing analytics', 'python', 'data science', 'r', 'data quality', 'algorithms', 'vba']",6-10 yrs
65,data scientist,cronj it technologies private limited,['bangalore/bengaluru'],"['it skills', 'python', 'data science', 'aws', 'tensorflow', 'java', 'c++', 'c']",6-10 yrs
66,staff data scientist,walmart global tech india,['other'],['na'],6-10 yrs
67,hiring for lead/senior data scientist - morningstar (product based),morningstar,['mumbai (all areas)'],"['it skills', 'python', 'testing', 'cloud', 'oracle', 'aws', 'azure', 'data science']",6-10 yrs
68,senior data scientist - bfsi,viaprom technologies pvt ltd,['mumbai'],"['data science', 'sas macros', 'sas eg', 'r', 'sas sql', 'sas', 'data scientist', 'sas di studio']",6-10 yrs
69,lead data scientist/senior lead data scientist,bajaj finserv,['pune'],"['gis', 'product management', 'computer science', 'postgresql', 'tibco', 'sdk', 'analytics', 'financial services']",6-10 yrs
70,senior data scientist/senior data scientist,bajaj finserv,['pune'],"['product management', 'computer science', 'product quality', 'google analytics', 'agile', 'scrum', 'data privacy', 'seo']",6-10 yrs
71,lead data scientist/senior lead data scientist,bajaj finserv,['pune'],"['product management', 'computer science', 'solution design', 'agile scrum', 'lead', 'manager technology', 'subject matter expertise', 'management']",6-10 yrs
72,"sr. data scientist i, sip",invesco,['hyderabad/secunderabad'],"['exploratory data analysis', 'artificial intelligence', 'natural language processing', 'sentiment analysis', 'machine learning', 'deep learning', 'data science', 'decision forests']",6-10 yrs
73,gamma lead data scientist,boston consulting group,"['mumbai', ' new delhi', ' chennai', ' bangalore/bengaluru']","['data analysis', 'operations research', 'data science', 'data management', 'business analytics', 'consulting', 'management consulting', 'business strategy']",6-10 yrs
74,data scientist - machine learning,augmatrixgo,['bangalore/bengaluru'],"['hive', 'r', 'cloud computing', 'data scientist', 'computer vision', 'machine learning', 'deep learning', 'sql']",6-10 yrs
75,senior data scientist,flipkart internet private limited,['california'],"['pytorch', 'tensorflow', 'data science', 'nlp', 'artificial intelligence', 'keras', 'computer vision', 'deep learning']",6-10 yrs
76,urgent opening for senior data scientists,abzooba india infotech private limited,['pune'],"['it skills', 'python', 'machine learning', 'artificial intelligence', 'big data', 'pyspark', 'time series analysis', 'natural language processing']",6-10 yrs
77,associate data scientist - crm & loyalty,shell india markets private limited,['bangalore/bengaluru'],"['direct marketing', 'multivariate analysis', 'r', 'data scientist', 'factor analysis', 'customer analytics', 'time series', 'market basket analysis']",6-10 yrs
78,data scientist - business analytics,philips india limited,['bangalore/bengaluru'],"['process automation', 'cloud computing', 'change management', 'operational excellence', 'business analytics', 'analytical', 'consulting', 'data mining']",6-10 yrs
79,managerclinical data scientist,pfizer limited,['chennai'],"['biometrics', 'data management', 'query management', 'research', 'monitoring', 'clinical data']",6-10 yrs
80,dbcg ind - gamma senior data scientist,boston consulting group,"['mumbai', ' new delhi', ' chennai', ' bangalore/bengaluru']","['computer science', 'advanced analytics', 'sds', 'data science', 'artificial intelligence', 'project management', 'machine learning', 'management consulting']",6-10 yrs
81,senior data scientist,eclerx services ltd.,"['pune', ' mumbai (all areas)']","['artificial intelligence', 'machine learning', 'python', 'predictive modeling', 'text analytics', 'natural language processing', 'hypothesis testing', 'database design']",6-10 yrs
82,senior data scientist | ces it ltd | cmmi level 5,ces ltd.,"['kolkata', ' mumbai', ' hyderabad/secunderabad', ' pune', ' chennai', ' bangalore/bengaluru', ' delhi / ncr']","['analytical', 'keras', 'object detection', 'tensorflow', 'pytorch', 'opencv', 'algorithm', 'python']",6-10 yrs
83,data scientist/senior data scientist,ganit business solutions private limited,"['hyderabad/secunderabad', ' pune', ' chennai', ' bangalore/bengaluru', ' mumbai (all areas)']","['predictive modeling', 'manufacturing analytics', 'python', 'data science', 'r', 'data quality', 'algorithms', 'vba']",6-10 yrs
84,senior data scientist,flipkart internet private limited,['california'],"['pytorch', 'tensorflow', 'data science', 'nlp', 'artificial intelligence', 'keras', 'computer vision', 'deep learning']",6-10 yrs
85,data scientist,cronj it technologies private limited,['bangalore/bengaluru'],"['it skills', 'python', 'data science', 'aws', 'tensorflow', 'java', 'c++', 'c']",6-10 yrs
86,staff data scientist,walmart global tech india,['other'],['na'],6-10 yrs
87,hiring for lead/senior data scientist - morningstar (product based),morningstar,['mumbai (all areas)'],"['it skills', 'python', 'testing', 'cloud', 'oracle', 'aws', 'azure', 'data science']",6-10 yrs
88,senior data scientist - bfsi,viaprom technologies pvt ltd,['mumbai'],"['data science', 'sas macros', 'sas eg', 'r', 'sas sql', 'sas', 'data scientist', 'sas di studio']",6-10 yrs
89,lead data scientist/senior lead data scientist,bajaj finserv,['pune'],"['gis', 'product management', 'computer science', 'postgresql', 'tibco', 'sdk', 'analytics', 'financial services']",6-10 yrs
90,senior data scientist/senior data scientist,bajaj finserv,['pune'],"['product management', 'computer science', 'analytical', 'olap', 'scrum', 'oltp', 'financial services', 'sql']",6-10 yrs
91,senior data scientist/senior data scientist,bajaj finserv,['pune'],"['product management', 'computer science', 'product quality', 'google analytics', 'agile', 'scrum', 'data privacy', 'seo']",6-10 yrs
92,lead data scientist/senior lead data scientist,bajaj finserv,['pune'],"['product management', 'computer science', 'solution design', 'agile scrum', 'lead', 'manager technology', 'subject matter expertise', 'management']",6-10 yrs
93,"sr. data scientist i, sip",invesco,['hyderabad/secunderabad'],"['exploratory data analysis', 'artificial intelligence', 'natural language processing', 'sentiment analysis', 'machine learning', 'deep learning', 'data science', 'decision forests']",6-10 yrs
94,gamma lead data scientist,boston consulting group,"['mumbai', ' new delhi', ' chennai', ' bangalore/bengaluru']","['data analysis', 'operations research', 'data science', 'data management', 'business analytics', 'consulting', 'management consulting', 'business strategy']",6-10 yrs
95,data scientist - machine learning,augmatrixgo,['bangalore/bengaluru'],"['hive', 'r', 'cloud computing', 'data scientist', 'computer vision', 'machine learning', 'deep learning', 'sql']",6-10 yrs
96,urgent opening for senior data scientists,abzooba india infotech private limited,['pune'],"['it skills', 'python', 'machine learning', 'artificial intelligence', 'big data', 'pyspark', 'time series analysis', 'natural language processing']",6-10 yrs
97,associate data scientist - crm & loyalty,shell india markets private limited,['bangalore/bengaluru'],"['direct marketing', 'multivariate analysis', 'r', 'data scientist', 'factor analysis', 'customer analytics', 'time series', 'market basket analysis']",6-10 yrs
98,data scientist - business analytics,philips india limited,['bangalore/bengaluru'],"['process automation', 'cloud computing', 'change management', 'operational excellence', 'business analytics', 'analytical', 'consulting', 'data mining']",6-10 yrs
99,data scientist,schneider electric india pvt. ltd.,['bangalore/bengaluru'],"['computer science', 'data analysis', 'automation', 'manager quality assurance', 'artificial intelligence', 'analytical', 'mysql', 'machine learning']",6-10 yrs
100,dbcg ind - gamma senior data scientist,boston consulting group,"['mumbai', ' new delhi', ' chennai', ' bangalore/bengaluru']","['computer science', 'advanced analytics', 'sds', 'data science', 'artificial intelligence', 'project management', 'machine learning', 'management consulting']",6-10 yrs
101,senior data scientist/senior data scientist,bajaj finserv,['pune'],"['product management', 'computer science', 'analytical', 'olap', 'scrum', 'oltp', 'financial services', 'sql']",6-10 yrs
102,senior data scientist,eclerx services ltd.,"['pune', ' mumbai (all areas)']","['artificial intelligence', 'machine learning', 'python', 'predictive modeling', 'text analytics', 'natural language processing', 'hypothesis testing', 'database design']",6-10 yrs
103,senior data scientist | ces it ltd | cmmi level 5,ces ltd.,"['kolkata', ' mumbai', ' hyderabad/secunderabad', ' pune', ' chennai', ' bangalore/bengaluru', ' delhi / ncr']","['analytical', 'keras', 'object detection', 'tensorflow', 'pytorch', 'opencv', 'algorithm', 'python']",6-10 yrs
104,data scientist/senior data scientist,ganit business solutions private limited,"['hyderabad/secunderabad', ' pune', ' chennai', ' bangalore/bengaluru', ' mumbai (all areas)']","['predictive modeling', 'manufacturing analytics', 'python', 'data science', 'r', 'data quality', 'algorithms', 'vba']",6-10 yrs
105,data scientist,cronj it technologies private limited,['bangalore/bengaluru'],"['it skills', 'python', 'data science', 'aws', 'tensorflow', 'java', 'c++', 'c']",6-10 yrs
106,staff data scientist,walmart global tech india,['other'],['na'],6-10 yrs
107,hiring for lead/senior data scientist - morningstar (product based),morningstar,['mumbai (all areas)'],"['it skills', 'python', 'testing', 'cloud', 'oracle', 'aws', 'azure', 'data science']",6-10 yrs
108,senior data scientist - bfsi,viaprom technologies pvt ltd,['mumbai'],"['data science', 'sas macros', 'sas eg', 'r', 'sas sql', 'sas', 'data scientist', 'sas di studio']",6-10 yrs
109,lead data scientist/senior lead data scientist,bajaj finserv,['pune'],"['gis', 'product management', 'computer science', 'postgresql', 'tibco', 'sdk', 'analytics', 'financial services']",6-10 yrs
110,senior data scientist/senior data scientist,bajaj finserv,['pune'],"['product management', 'computer science', 'product quality', 'google analytics', 'agile', 'scrum', 'data privacy', 'seo']",6-10 yrs
111,lead data scientist/senior lead data scientist,bajaj finserv,['pune'],"['product management', 'computer science', 'solution design', 'agile scrum', 'lead', 'manager technology', 'subject matter expertise', 'management']",6-10 yrs
112,"sr. data scientist i, sip",invesco,['hyderabad/secunderabad'],"['exploratory data analysis', 'artificial intelligence', 'natural language processing', 'sentiment analysis', 'machine learning', 'deep learning', 'data science', 'decision forests']",6-10 yrs
113,gamma lead data scientist,boston consulting group,"['mumbai', ' new delhi', ' chennai', ' bangalore/bengaluru']","['data analysis', 'operations research', 'data science', 'data management', 'business analytics', 'consulting', 'management consulting', 'business strategy']",6-10 yrs
114,data scientist - machine learning,augmatrixgo,['bangalore/bengaluru'],"['hive', 'r', 'cloud computing', 'data scientist', 'computer vision', 'machine learning', 'deep learning', 'sql']",6-10 yrs
115,senior data scientist,flipkart internet private limited,['california'],"['pytorch', 'tensorflow', 'data science', 'nlp', 'artificial intelligence', 'keras', 'computer vision', 'deep learning']",6-10 yrs
116,urgent opening for senior data scientists,abzooba india infotech private limited,['pune'],"['it skills', 'python', 'machine learning', 'artificial intelligence', 'big data', 'pyspark', 'time series analysis', 'natural language processing']",6-10 yrs
117,associate data scientist - crm & loyalty,shell india markets private limited,['bangalore/bengaluru'],"['direct marketing', 'multivariate analysis', 'r', 'data scientist', 'factor analysis', 'customer analytics', 'time series', 'market basket analysis']",6-10 yrs
118,data scientist - business analytics,philips india limited,['bangalore/bengaluru'],"['process automation', 'cloud computing', 'change management', 'operational excellence', 'business analytics', 'analytical', 'consulting', 'data mining']",6-10 yrs
119,managerclinical data scientist,pfizer limited,['chennai'],"['biometrics', 'data management', 'query management', 'research', 'monitoring', 'clinical data']",6-10 yrs
120,dbcg ind - gamma senior data scientist,boston consulting group,"['mumbai', ' new delhi', ' chennai', ' bangalore/bengaluru']","['computer science', 'advanced analytics', 'sds', 'data science', 'artificial intelligence', 'project management', 'machine learning', 'management consulting']",6-10 yrs
121,senior data scientist/senior data scientist,bajaj finserv,['pune'],"['product management', 'computer science', 'analytical', 'olap', 'scrum', 'oltp', 'financial services', 'sql']",6-10 yrs
122,senior data scientist,eclerx services ltd.,"['pune', ' mumbai (all areas)']","['artificial intelligence', 'machine learning', 'python', 'predictive modeling', 'text analytics', 'natural language processing', 'hypothesis testing', 'database design']",6-10 yrs
123,senior data scientist | ces it ltd | cmmi level 5,ces ltd.,"['kolkata', ' mumbai', ' hyderabad/secunderabad', ' pune', ' chennai', ' bangalore/bengaluru', ' delhi / ncr']","['analytical', 'keras', 'object detection', 'tensorflow', 'pytorch', 'opencv', 'algorithm', 'python']",6-10 yrs
124,data scientist/senior data scientist,ganit business solutions private limited,"['hyderabad/secunderabad', ' pune', ' chennai', ' bangalore/bengaluru', ' mumbai (all areas)']","['predictive modeling', 'manufacturing analytics', 'python', 'data science', 'r', 'data quality', 'algorithms', 'vba']",6-10 yrs
125,data scientist,cronj it technologies private limited,['bangalore/bengaluru'],"['it skills', 'python', 'data science', 'aws', 'tensorflow', 'java', 'c++', 'c']",6-10 yrs
126,staff data scientist,walmart global tech india,['other'],['na'],6-10 yrs
127,hiring for lead/senior data scientist - morningstar (product based),morningstar,['mumbai (all areas)'],"['it skills', 'python', 'testing', 'cloud', 'oracle', 'aws', 'azure', 'data science']",6-10 yrs
128,senior data scientist - bfsi,viaprom technologies pvt ltd,['mumbai'],"['data science', 'sas macros', 'sas eg', 'r', 'sas sql', 'sas', 'data scientist', 'sas di studio']",6-10 yrs
129,lead data scientist/senior lead data scientist,bajaj finserv,['pune'],"['gis', 'product management', 'computer science', 'postgresql', 'tibco', 'sdk', 'analytics', 'financial services']",6-10 yrs
130,senior data scientist/senior data scientist,bajaj finserv,['pune'],"['product management', 'computer science', 'product quality', 'google analytics', 'agile', 'scrum', 'data privacy', 'seo']",6-10 yrs
131,lead data scientist/senior lead data scientist,bajaj finserv,['pune'],"['product management', 'computer science', 'solution design', 'agile scrum', 'lead', 'manager technology', 'subject matter expertise', 'management']",6-10 yrs
132,"sr. data scientist i, sip",invesco,['hyderabad/secunderabad'],"['exploratory data analysis', 'artificial intelligence', 'natural language processing', 'sentiment analysis', 'machine learning', 'deep learning', 'data science', 'decision forests']",6-10 yrs
133,gamma lead data scientist,boston consulting group,"['mumbai', ' new delhi', ' chennai', ' bangalore/bengaluru']","['data analysis', 'operations research', 'data science', 'data management', 'business analytics', 'consulting', 'management consulting', 'business strategy']",6-10 yrs
134,data scientist - machine learning,augmatrixgo,['bangalore/bengaluru'],"['hive', 'r', 'cloud computing', 'data scientist', 'computer vision', 'machine learning', 'deep learning', 'sql']",6-10 yrs
135,senior data scientist,flipkart internet private limited,['california'],"['pytorch', 'tensorflow', 'data science', 'nlp', 'artificial intelligence', 'keras', 'computer vision', 'deep learning']",6-10 yrs
136,urgent opening for senior data scientists,abzooba india infotech private limited,['pune'],"['it skills', 'python', 'machine learning', 'artificial intelligence', 'big data', 'pyspark', 'time series analysis', 'natural language processing']",6-10 yrs
137,associate data scientist - crm & loyalty,shell india markets private limited,['bangalore/bengaluru'],"['direct marketing', 'multivariate analysis', 'r', 'data scientist', 'factor analysis', 'customer analytics', 'time series', 'market basket analysis']",6-10 yrs
138,data scientist - business analytics,philips india limited,['bangalore/bengaluru'],"['process automation', 'cloud computing', 'change management', 'operational excellence', 'business analytics', 'analytical', 'consulting', 'data mining']",6-10 yrs
139,managerclinical data scientist,pfizer limited,['chennai'],"['biometrics', 'data management', 'query management', 'research', 'monitoring', 'clinical data']",6-10 yrs
140,dbcg ind - gamma senior data scientist,boston consulting group,"['mumbai', ' new delhi', ' chennai', ' bangalore/bengaluru']","['computer science', 'advanced analytics', 'sds', 'data science', 'artificial intelligence', 'project management', 'machine learning', 'management consulting']",6-10 yrs
141,senior data scientist/senior data scientist,bajaj finserv,['pune'],"['product management', 'computer science', 'analytical', 'olap', 'scrum', 'oltp', 'financial services', 'sql']",6-10 yrs
142,senior data scientist,eclerx services ltd.,"['pune', ' mumbai (all areas)']","['artificial intelligence', 'machine learning', 'python', 'predictive modeling', 'text analytics', 'natural language processing', 'hypothesis testing', 'database design']",6-10 yrs
